"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 22 13:08:33 MSK 2023","Thu Jun 22 13:08:39 MSK 2023","5656","tests.Positive_cases","Test_1_TextBox","","","","Тест 1 - ",""
